Feature,Chi2_Score,P_Value
servers,19.94326223633113,0.3979995816449511
watts,19.939094419919247,0.3982514773174412
130,19.931118152424837,0.3987337649493803
dogs,19.930725678960346,0.39875750329398724
saying,19.929246300593455,0.39884698809496094
greatly,19.919583238344824,0.3994317276503402
pay,19.912579581617052,0.39985579793071624
development,19.909107061020848,0.40006613907909416
cells,19.90877593581417,0.400086199129219
stealth,19.897547804418334,0.40076670275074966
hernandez,19.88772255398135,0.4013626385816847
slider,19.8716430049774,0.4023388365196228
houston,19.86489814027156,0.40274865891743966
exchange,19.862761533778876,0.4028785221235299
archie,19.86262385497559,0.4028868909440666
sherzer,19.855834855044172,0.4032996639576811
entry,19.847747408305167,0.40379164595051276
moderator,19.847571208961153,0.4038023678291936
roms,19.84007311040906,0.4042587589726497
compatible,19.826058902971656,0.40511242646956674
benedikt,19.81438500612108,0.40582418667523196
shea,19.812485500594462,0.4059400558546002
inputs,19.803503115753387,0.40648818971624406
history,19.79327562285454,0.4071127284629038
hits,19.792137436313713,0.40718225937817343
downloaded,19.78855060082664,0.4074014128290235
idling,19.785495165505598,0.40758814174751234
effective,19.785347693576618,0.40759715531718094
lands,19.78494752692413,0.40762161420603443
spasms,19.775969112436567,0.4081705716679634
believer,19.773914714637808,0.4082962301597498
refresh,19.75355745475973,0.40954237166743124
shelling,19.74543950968012,0.4100397944029101
negotiations,19.73086522218283,0.41093353030487867
ahmet,19.72768762840707,0.4111285090681103
alarms,19.726204404939818,0.4112195350775993
marc,19.7170325175541,0.4117826245245856
glocks,19.71511852458239,0.41190017516401267
injury,19.713306672932692,0.4120114669223819
uart,19.712046550533394,0.41208887726856147
control,19.71174149264558,0.4121076182322791
crack,19.704794307396988,0.41253451885785264
carl,19.70391061336405,0.41258883596254076
stark,19.7021019343396,0.4127000184285686
selke,19.700643446308217,0.4127896841241653
nasm,19.69702177443506,0.4130123779353088
thee,19.692778498253464,0.41327336396691683
enabler,19.67850012460049,0.4141521221972531
premise,19.676250149282847,0.41429067425373106
ham,19.675977228025406,0.4143074820142078
vgalib,19.673789811254586,0.4144422045805868
cyl,19.67219643542772,0.4145403528906097
untrustworthy,19.668183792095054,0.41478756959868196
americans,19.654582984420134,0.4156260079494441
saddle,19.649753962268697,0.41592388437574734
neurons,19.648436005038146,0.41600519892993526
dining,19.645461798095507,0.4161887263482287
accelerations,19.636568970437605,0.41673768931070904
sequences,19.636567229807252,0.41673779679364154
meaning,19.633326626111064,0.41693792399735785
abbey,19.632760571068374,0.41697288584031034
john,19.609406773685112,0.41841646499686386
ot,19.60070967580823,0.4189546371602281
salah,19.57801087927051,0.4203606889749776
com2,19.577175218976564,0.4204124932397056
scrolls,19.55910041996316,0.4215336827070721
argc,19.557510434686503,0.42163237391924463
rust,19.544871375111345,0.4224172515016382
conductor,19.53632713911226,0.4229482092961422
tps,19.496104309587007,0.42545169094661045
486dx33,19.494441277180087,0.42555533806751616
reboot,19.494301535512086,0.4255640478538882
phosphor,19.489398133159124,0.42586971526152023
regulation,19.48872471725375,0.42591170202022716
treat,19.476216188606827,0.4266919231946628
radius,19.46684555936842,0.4272768242272757
firepower,19.454584008130595,0.4280426969103613
beth,19.448242263006097,0.4284390433473466
spss,19.445029554552413,0.4286398916313162
sysedit,19.439715587508026,0.4289721929352325
decode,19.438855883715785,0.4290259636980219
enoch,19.433227096175255,0.42937809168924057
accept,19.425485579848452,0.4298625913137838
roenick,19.41798665594331,0.430332131720555
ld_run_path,19.416765302237486,0.43040862679340663
kryptonite,19.412522071849715,0.4306744313630413
ridden,19.411838848136743,0.4307172364380472
injured,19.41133831659204,0.4307485967051571
fired,19.39904838321225,0.43151891480544546
collaboration,19.397975902477324,0.43158616440876335
contest,19.39421106128738,0.43182227300223935
sl2,19.392719131771017,0.43191585319083853
beemer,19.390974686060684,0.4320252831964624
defragmented,19.389298200810853,0.4321304610971619
deeds,19.384811015341917,0.4324120277514691
humanitarian,19.384395058069934,0.43243813261606023
national,19.37520918748864,0.4330147943693656
mathew,19.36438123138031,0.4336949583756181
doctrines,19.3640858656823,0.43371351824264165
announcer,19.353504126419704,0.434378662525328
viper,19.352030110611206,0.4344713498389639
gpz,19.33771384827762,0.4353719994166186
surveillance,19.32336436842335,0.43627552115585577
latch,19.304762667987053,0.4374479460498495
xlock,19.2825735597609,0.4388481804652979
raytracer,19.275931865451657,0.43926766025305297
terror,19.27231535536932,0.4394961429889658
escort,19.27139492979258,0.4395543011261367
lamb,19.264921627053045,0.43996341318288995
howe,19.26374124138037,0.440038030228795
backup,19.255654091949577,0.4405493913792271
baserunning,19.255429391107672,0.4405636029728795
sidecar,19.25505474499707,0.44058729853043355
dineen,19.2427510443426,0.4413657695168542
xtappaddtimeout,19.241127360684963,0.44146854382774847
loans,19.234454988099014,0.4418909869948592
prophets,19.23030450515017,0.4421538461975323
ciphers,19.22225166858056,0.4426640304248798
morals,19.21973938314003,0.44282324390363614
works,19.214273798897363,0.44316969939000506
ezekiel,19.20956636876614,0.44346818406067173
company,19.208530337683673,0.4435338866818395
metacard,19.20056966493504,0.44403886402293175
host,19.195400690461078,0.4443668761846987
koran,19.19260167502711,0.4445445362537628
hints,19.173144711850195,0.4457802988568292
literature,19.15683333661893,0.44681732789825557
meehan,19.146568119192523,0.4474704488678577
mcdonald,19.14511617711964,0.4475628585675969
politicians,19.144624895381234,0.44759412818250854
pollution,19.13897779498656,0.4479536224986389
mgb,19.133811618483282,0.4482826005913915
qemm,19.13221053976515,0.4483845752832772
355,19.116844483476907,0.44936372039746875
rpm,19.111118843509885,0.44972877899769514
russia,19.108647164838874,0.4498864053833925
ingredient,19.107037508890762,0.4499890695464739
catchers,19.097469706383993,0.4505994936827363
ipser,19.085922303261334,0.45133664313078314
asthma,19.08308288068498,0.45151797417776823
shell,19.082768495792067,0.4515380531370011
stanky,19.08006702498259,0.45171060336397867
autoweek,19.07644750544512,0.4519418316657601
iranian,19.0763580926271,0.45194754426425515
162,19.07445131980602,0.45206937488459176
colour,19.065988946699367,0.45261021886381264
statutes,19.065624712265976,0.45263350324992657
aggression,19.06403576516091,0.4527350851201006
chelios,19.058323509372208,0.453100343499238
judge,19.05700214373375,0.453184851548666
4wd,19.051743745131063,0.4535212125531421
sunroof,19.04619661341349,0.45387614602344445
discrimination,19.041855428622025,0.45415399071966395
truck,19.04112811440411,0.4542005466441216
archer,19.041110851013222,0.4542016517086744
printf,19.039150680450536,0.45432713283694104
waivers,19.03670289167708,0.4544838475405043
hrs,19.0289808050565,0.45497837284812437
frames,19.0222153140245,0.4554118047938335
round,19.013844321331657,0.45594830911786494
astronauts,19.011604346855385,0.4560919114397579
xm,18.989560852290534,0.4575060013149098
clp,18.98580752124368,0.4577469406289044
gerald,18.977451687027703,0.45828350030913634
rape,18.975636805137484,0.45840007164203456
borg,18.970396650212724,0.458736712816157
batted,18.969758555230374,0.4587777119583749
reckon,18.969395258851637,0.4588010552341064
serbs,18.963813813579375,0.4591597411794788
headaches,18.962302547902397,0.45925687898824874
irq2,18.962157266912712,0.4592662174402167
cylink,18.95500829956643,0.459725829354785
lupica,18.95398762085086,0.45979146331240006
thorne,18.94945514262817,0.46008296252354663
curran,18.949014461860646,0.46011130784179155
risk,18.928852751451867,0.4614088276927367
fat,18.92879352975119,0.46141264091315104
animations,18.912499434407696,0.4624622359456134
wheels,18.91160350538843,0.4625199729563628
turkiye,18.909687676388227,0.46264344490092546
idacom,18.90886609412726,0.46269639815079355
nick,18.907612198965694,0.46277721939627525
lefty,18.892594373203856,0.46374560704285595
expn,18.8558719481199,0.46611662257404174
sporting,18.851211824634685,0.4664178156122528
pitches,18.841152579204834,0.46706819940968836
finish,18.839518850025854,0.46717385892185714
flights,18.837105786869394,0.46732993635717446
launcher,18.834853221218854,0.4674756493549149
east,18.830066068028056,0.46778537173652024
masons,18.82087099984296,0.4683804822960934
95,18.818761170383777,0.46851706916176494
vlsi,18.818229588171892,0.46855148511088895
dolby,18.81367882208196,0.468846149128476
datadesk,18.809980539128244,0.46908566212316105
intersection,18.808383761440094,0.4691890878875703
park,18.793922981364297,0.4701260958488698
boggs,18.790457704555212,0.4703507299081915
ducati,18.78841349320059,0.4704832618255569
survey,18.782440685351556,0.47087056943420147
256k,18.777072046243386,0.4712187933261408
passover,18.775923332715642,0.4712933133706553
tuner,18.76138615108073,0.4722367273650595
hartmann,18.760696001516497,0.47228153178838583
liter,18.753731291545108,0.47273376101679154
shot,18.753027483261206,0.4727794685630945
bail,18.749620192135705,0.47300077012651454
rahul,18.738781869930158,0.4737049464951951
wfw,18.736060419897992,0.47388181746268676
miners,18.73492062329465,0.47395590111772856
steroids,18.72118084265416,0.47484925622349705
moolit,18.719330333627443,0.47496961879924515
gulf,18.712710158883723,0.4754002982203055
liquid,18.70420767928236,0.47595362348011994
vehicles,18.701777857029786,0.47611179113132296
quote,18.69869457807109,0.4763125202792756
participated,18.698049223310772,0.4763545380428117
rsi,18.686429904497718,0.47711125903348284
bds,18.683624146207656,0.47729404671875353
massacred,18.679993732617678,0.4775305927924657
porsche,18.677810144642507,0.47767288696667587
standard,18.665980153035985,0.4784440341983933
usgs,18.66294557293347,0.4786419113925162
acm,18.660926263221903,0.47877360023295845
scanner,18.65324032050165,0.47927494545018967
fuselage,18.63486993364415,0.48047391537523776
clutch,18.622910381384468,0.4812549929134896
canon,18.620964277940153,0.4813821313783211
converter,18.619980568498217,0.48144640097543034
galactic,18.61522726144576,0.4817569919004834
constitutional,18.611088296452735,0.4820274926220791
517,18.60242616094741,0.48259376041580193
ignorance,18.601367087990138,0.4826630094650246
windowing,18.596921297799497,0.4829537384424133
specfp92,18.596575948116897,0.4829763246399359
creed,18.595403869183766,0.4830529822125491
wate,18.594551132432404,0.4831087562451579
acyclovir,18.592671378879228,0.4832317104586846
countersteer,18.588193222885288,0.4835246653967413
lowenstein,18.584582594139288,0.4837609086907031
day,18.583709139399517,0.4838180642648777
forged,18.582286976175098,0.48391112979779716
moody,18.579603285618028,0.48408676429121844
colonies,18.575740434978496,0.4843396042473441
niedermayer,18.570672980419264,0.48467135344643353
goldin,18.57026955256051,0.48469776756900484
lcii,18.569530605685348,0.4847461507042986
diabetic,18.56600042370983,0.4849773130220575
woman,18.564320501171323,0.48508732929664644
policies,18.5619391041405,0.4852432977039911
technical,18.559647289102813,0.4853934137408904
leaguers,18.54960882528627,0.4860511126421786
europeans,18.53762561372563,0.4868365883320669
sq,18.534827794351795,0.48702003614906675
automobile,18.533765376833227,0.48708970246041894
work,18.53269433665124,0.4871599372889862
davewood,18.529947345983366,0.4873400889281998
lineup,18.528687904924993,0.4874226917355803
energy,18.514115911556345,0.48837873460728165
robinson,18.491970082520695,0.48983277303338024
72,18.486511948999933,0.4901913403656569
cleansing,18.460761908664193,0.49188402408735754
disclosure,18.45631988494665,0.4921761965663134
prices,18.453516012380323,0.49236064662657086
xtvaappinitialize,18.448251916764363,0.49270699508634996
sinner,18.444714201495145,0.49293979746642813
methodology,18.442773168196986,0.49306754253205154
temperature,18.441556413232732,0.49314762567334136
sunglasses,18.44096547716504,0.49318652067687563
gsxr1100,18.4378157389666,0.49339384940960884
it175,18.4378157389666,0.49339384940960884
cr500,18.4378157389666,0.49339384940960884
embalmer,18.4378157389666,0.49339384940960884
jorg,18.4378157389666,0.49339384940960884
klinger,18.4378157389666,0.49339384940960884
billboards,18.436850356998264,0.4934573999248917
hash,18.431521653991393,0.4938082282240084
logically,18.42779810374206,0.49405342044135503
expansion,18.42449562555504,0.4942709150673522
binghamton,18.421538378132148,0.4944656970514405
focus,18.418335291313042,0.49467669656019597
ysebaert,18.408147564337888,0.4953479736472759
coaching,18.394539388485555,0.4962450345485434
autobahn,18.38516620652421,0.496863190995661
1542b,18.384907049924337,0.49688028534517736
keith,18.382047145485046,0.4970689399121767
admirals,18.379304678757197,0.4972498667123112
reality,18.378433134006066,0.49730736841252265
frame,18.377295314180866,0.4973824409080849
amino,18.374439954141415,0.4975708495045119
tissue,18.372704882289394,0.4976853466321225
telecommunications,18.370034817229744,0.49786155831469525
drawable,18.358174102035665,0.4986445211596886
ultra,18.355400514970217,0.4988276639676177
uprising,18.3466547054829,0.49940528142216234
gloves,18.33999808642597,0.4998450425169372
bytes,18.3355988572795,0.5001357307382963
telecast,18.333364632449218,0.5002833796372068
parked,18.32877369054968,0.5005868099749642
believers,18.326588250080796,0.5007312706209658
emacs,18.32408033943872,0.5008970610721251
women,18.319270596659248,0.5012150607543522
bursters,18.316573977617775,0.5013933738140968
proteins,18.307372786240702,0.5020019295094839
xtwidgettoapplicationcontext,18.289175874812457,0.5032060388704258
tio2,18.280499911472493,0.5037804093189779
cx500,18.27371304231026,0.5042298387494157
govt,18.265220989739845,0.5047923358467068
graphic,18.261294033488856,0.505052505824044
slaughtered,18.253413559201615,0.5055747119142413
blessed,18.24985797853212,0.5058103716920406
parts,18.24829525996706,0.5059139559540167
childish,18.241125943662777,0.5063892424884848
disproportionately,18.24091589115785,0.5064031695739781
bel,18.23890116901302,0.5065367565016843
compression,18.23746575542284,0.5066319377297621
rushed,18.236980624102276,0.5066641074820186
bedroom,18.22614032894507,0.5073830806773371
sandvik,18.223096377809654,0.507585015342852
mx,18.222005614770644,0.5076573812085141
300,18.22191278448605,0.5076635400872097
ermeni,18.21374685359062,0.5082053883381702
karla,18.211463709591317,0.5083569121870513
buttonpressmask,18.205567275655657,0.5087482899530034
dangerous,18.20418761382988,0.5088398765102452
lock,18.20059686274525,0.5090782621356731
meaddata,18.197361918431156,0.5092930503577697
irwin,18.192916421369155,0.5095882520437237
wife,18.192725100111033,0.5096009576320848
struggle,18.186199591866178,0.5100343623439447
1999,18.18394577593149,0.5101840755024591
extension,18.183320256678066,0.5102256285205102
mitre,18.182746962055464,0.5102637130179992
tickets,18.180081597244655,0.5104407850134995
fanatical,18.170681134147475,0.5110654215102799
knife,18.16879081659845,0.5111910511196436
deletions,18.155335211288673,0.5120855243315999
taoism,18.15012261349999,0.5124321395136082
neurologist,18.14983007562247,0.5124515937145471
wetteland,18.148431774477,0.5125445852955371
arthritis,18.14652239423766,0.5126715719448581
70s,18.13343451146918,0.5135422099177491
region,18.124173598052355,0.5141584839369995
yo,18.12367225668576,0.5141918511149521
million,18.121498506385453,0.5143365328110476
theory,18.118711040946405,0.5145220767441243
fulfillment,18.118107079227354,0.5145622807593133
exists,18.11704380288895,0.5146330618637391
olx,18.115739677599034,0.5147198791785745
tonight,18.11406870394482,0.5148311231609284
pedophilia,18.11129623802676,0.515015710880055
domain,18.1107706497363,0.5150507057395239
prisoners,18.10964301629511,0.515125788032393
plastic,18.101062194350533,0.5156972178822536
805,18.098788389158404,0.5158486643337536
viewpoint,18.0886061421142,0.5165269793000176
vcc,18.082914943211737,0.5169062029257605
detect,18.08253471115161,0.5169315413668225
km,18.079902319452533,0.5171069703074191
rle,18.07797346934166,0.5172355222945415
led,18.07771843080347,0.5172525203902416
gps,18.077564234225775,0.5172627975200812
yeah,18.07417080937205,0.5174889796466404
explorer,18.071146074297193,0.5176906067020903
rauser,18.049368115269,0.5191428433484202
accessories,18.044835169361118,0.5194452335290924
nintendo,18.040930032817723,0.5197057747408431
litani,18.040587890606588,0.5197286030370076
tektronix,18.03997289360219,0.5197696372241296
pipes,18.03299066126342,0.5202355606979285
adapters,18.020550598654367,0.5210659150349075
gui,18.016975052468986,0.5213046313094251
directories,18.014828256159344,0.5214479707022833
anaheim,18.007944285178763,0.5219076647766259
gnp,18.005328805951187,0.522082343076087
fast,18.003771358138156,0.5221863653848995
evolutionary,18.00116069782476,0.5223607421334743
breathing,17.999423678285897,0.5224767718343244
bacterial,17.9902522749342,0.5230894972175988
bisexuals,17.981420303184688,0.5236796919848843
com4,17.980830416865093,0.5237191161030238
function,17.971830343488215,0.5243207002151997
transistors,17.97126136910672,0.5243587366106532
explain,17.9584828513877,0.5252131442726011
behavoir,17.957513045081527,0.5252780001941875
drywid,17.946805746502683,0.5259941632782043
refrigerator,17.94186404210241,0.5263247600347389
capslock,17.940173099113398,0.5264378928604847
evangelism,17.934012564857063,0.5268501067808897
286,17.93306232784,0.526913694976314
iii,17.929604742685292,0.5271450837688625
governments,17.92714012215781,0.5273100339683625
alcohol,17.920388214456338,0.5277619741515795
predictions,17.917657421376447,0.5279447825758765
rs6000,17.917160414783545,0.5279780552359998
rainer,17.91384768576876,0.5281998403731489
hussein,17.913104246160387,0.5282496157673753
radiator,17.912982829254712,0.5282577450638246
judah,17.911880683903778,0.5283315387903064
driven,17.89969977222777,0.5291472445022938
xaw,17.89710631497548,0.5293209500550005
parse,17.889013388987827,0.5298630735415768
riot,17.876520292626957,0.5307001664180416
ghetto,17.876406849357256,0.5307077688002926
torx,17.87489620624471,0.5308090063167055
cornea,17.86888026662311,0.5312122086243596
carcinogens,17.867785689012738,0.5312855761220555
regression,17.86324980238435,0.5315896289105202
zubov,17.86144462677197,0.5317106440097199
generator,17.85909125439815,0.5318684169524883
sepinwall,17.856804916468185,0.5320217043776592
bomb,17.847841107955123,0.5326227634306209
mastering,17.84537910701742,0.53278787285353
xrdb,17.844057763639203,0.5328764902130789
1936,17.842839109040607,0.5329582230907417
700,17.832054369527565,0.5336816375064519
astronomers,17.83137562329657,0.5337271722849322
watching,17.826104064664477,0.5340808477287732
schematics,17.822580097536726,0.5343172991884375
3b,17.82133501823334,0.5344008462315208
money,17.817074241599734,0.5346867700635274
kgb,17.812658433009968,0.5349831269524921
atan,17.81134172995042,0.5350715002502577
colorado,17.80631680357969,0.5354087830840145
sca,17.797412061453848,0.5360065808166165
timothy,17.789052434320027,0.5365678921695209
66,17.78516025825869,0.5368292698537249
command,17.781097545405824,0.5371021238276343
schism,17.779364173103968,0.537218545458386
pagans,17.775361078778985,0.5374874294371638
prizes,17.774212178589114,0.5375646042938855
tappara,17.771116301869924,0.5377725726445888
twin,17.77065835641648,0.5378033367366158
researchers,17.767653329863286,0.5380052175065524
talks,17.760691525145653,0.5384729689674961
80486,17.75695454291746,0.5387240790593075
specs,17.754243386974085,0.5389062702985761
cr,17.753992050718665,0.5389231607715224
workshop,17.746688720801828,0.5394140034537032
wscrawl,17.74123779613106,0.5397803987514513
hb9nby,17.739953097886666,0.5398667585162471
uploads,17.736748587383516,0.540082181646989
sinful,17.728111131344647,0.5406629056337187
announcement,17.714701435823166,0.5415646863408494
vows,17.700862470499366,0.5424955905223541
burba,17.69666071793895,0.5427782800561196
worden,17.695679906731204,0.5428442713828885
doses,17.695614534379963,0.5428486698364702
bless,17.683377016980206,0.5436721467833037
labor,17.663333242052907,0.5450213351668427
workspaces,17.661684027868123,0.5451323700326969
writes,17.6436890214601,0.5463441216007399
xor,17.638201903612405,0.5467136939450405
sound,17.623806344957412,0.5476834476787888
cga,17.61887422148577,0.5480157562286879
notepad,17.611350687459694,0.548522719974524
satanism,17.610822366922918,0.5485583226769959
airbag,17.609640430953185,0.548637972691663
386sx,17.60746643210578,0.5487844815309157
makefile,17.60735965197644,0.5487916777356951
wbt,17.60410392737049,0.5490110962676334
faa,17.60165252201171,0.5491763160505252
matchups,17.600637943399622,0.5492446986320312
45th,17.598398230210552,0.549395659452022
congregation,17.595356749168587,0.5496006701108824
press,17.590121248094704,0.5499535931023192
performa,17.578486926160462,0.5507379685832918
infectious,17.576837140454717,0.5508492078703269
magi,17.576672524674755,0.550860307502695
deleting,17.572757018237606,0.5511243291744835
unauthorized,17.564542059405493,0.5516783165261281
acs,17.556088917104777,0.5522484424591354
milwaukee,17.553465396316234,0.5524254025561899
paranoid,17.5391558338995,0.5533907302482066
lewis,17.53791009814311,0.5534747781089513
nutrition,17.536758433566494,0.5535524805614541
squids,17.535852567000315,0.5536136000606782
pool,17.518286053182077,0.5547989915633478
shotgun,17.517687388218366,0.5548393950678869
mass,17.517007536604723,0.5548852782393945
socialism,17.512569437880508,0.5551848167164464
lavalliere,17.510406452486592,0.5553308091178963
urbana,17.510061838235924,0.5553540695534913
mercy,17.50484346269158,0.5557063085869987
electricians,17.502812250885544,0.5558434220531037
purchased,17.502720204401125,0.555849635587891
ctrl,17.502245753683944,0.555881663188333
leaks,17.500761226154395,0.5559818770158353
meme,17.49238956491725,0.5565470501692362
multi,17.491703890029072,0.5565933432350202
20w50,17.48947820469013,0.5567436125617127
adirondack,17.482060991306124,0.5572444266640832
binah,17.480200901731255,0.5573700289413848
rutledge,17.476150754378857,0.557643525635436
metaphor,17.475136719035795,0.5577120033663084
nne,17.473763762709932,0.5578047205082735
constellation,17.471002691072417,0.5579911837139051
rides,17.46745551105083,0.5582307452867343
cypriot,17.465091292319304,0.5583904209651808
irqs,17.45775362944155,0.5588860272722864
stacker,17.45238820047073,0.5592484535965285
interactive,17.449824280310384,0.5594216513053829
partners,17.44965554984317,0.5594330495721189
sails,17.44442134644046,0.5597866485194019
valentine,17.43306231505949,0.5605540936944262
drawindex,17.430125629503532,0.5607525213990011
hammer,17.429071280205555,0.5608237640518483
workplace,17.42769533679771,0.5609167382915881
xtappcontext,17.425395276146926,0.5610721598073011
76hz,17.424483000487257,0.561133806028874
send,17.42318504140263,0.5612215156473888
pim,17.42193568507629,0.5613059422391858
xterms,17.420546811789833,0.5613997983380286
motos,17.415249149424305,0.5617578136676719
mle,17.40990760046833,0.5621188177408256
turbine,17.40713979257381,0.5623058866461862
schematic,17.40275559248426,0.5626022156537955
csd,17.401753256754663,0.5626699658541032
instruction,17.400302081920483,0.5627680555206405
1304,17.39907801840144,0.5628507952618006
gonzales,17.396332417394824,0.5630363865140156
secrecy,17.39500786527885,0.5631259228270824
sb,17.383787625863608,0.5638844357025081
lamp,17.379554738961396,0.5641706127237678
captains,17.377097760186228,0.5643367302234903
printing,17.37310289712549,0.5646068342504131
toxic,17.371636484429025,0.5647059854873864
pastor,17.36738564299708,0.5649934141516901
hovig,17.367286356772794,0.5650001277321036
rvenkate,17.366820271775318,0.5650316437705343
venkateswar,17.366820271775318,0.5650316437705343
horn,17.35911347649829,0.5655527892105969
colony,17.357296436647854,0.5656756663458059
clad,17.356650320030987,0.5657193604708037
sold,17.348003251063727,0.566304152764067
837,17.347557936411746,0.5663342703153156
aliasing,17.347055581893482,0.5663682457519938
713,17.345619646183515,0.5664653624565719
paid,17.343057793273132,0.5666386318167609
golf,17.339349908010597,0.5668894201436794
nyr,17.33442798897205,0.5672223354883767
downloading,17.333295895334718,0.5672989117966231
dawn,17.330354902085876,0.5674978483509754
motss,17.32940109036309,0.567562367896049
dykstra,17.3257809614293,0.5678072528452796
modo,17.321681693946346,0.5680845593550855
verdicts,17.31668040164479,0.5684229001597407
berryhill,17.312320297503923,0.5687178767848236
davidian,17.30849243387149,0.5689768550064687
language,17.30811930772181,0.5690020997307943
message,17.30773510229554,0.5690280941371633
polk,17.303817465887526,0.5692931569547197
bastard,17.29573002430861,0.5698403727467767
watch,17.295616620791744,0.5698480461734523
living,17.295342346335687,0.5698666049313414
base,17.292056890811455,0.5700889183688884
trumpet,17.290625649976647,0.5701857665586554
ymmv,17.290510827115668,0.5701935363611321
adaptor,17.281846327922455,0.5707798647754843
1604s,17.27954988556051,0.570935272491401
galley,17.272475503907003,0.5714140369263897
backrest,17.270199419376826,0.5715680784800512
lx11,17.26775067700183,0.571733808286895
preying,17.266022160154787,0.5718507954428269
imaging,17.26014621796151,0.572248494660506
bubblejets,17.255822971758054,0.572541114598373
sparcstation,17.24898038402721,0.5730042758662954
rao,17.24817058787246,0.5730590908965703
taking,17.24715032819888,0.5731281526383605
junkyard,17.245593384926355,0.5732335436570442
assad,17.22970910736548,0.574308831487768
startup,17.211780936577618,0.5755226172661501
exterminated,17.194424622964775,0.5766978144220432
truecolor,17.19404488306295,0.5767235279624421
12v,17.193187194193836,0.5767816053312278
does,17.180978046249763,0.5776083628381046
muscles,17.176976291310496,0.5778793583494128
c610,17.17571245177907,0.5779649456765263
krishna,17.172412638646886,0.5781884119178903
draw,17.170735440717742,0.578301994656948
bbs,17.168407954348385,0.5784596176189143
payloads,17.149138742715703,0.5797646416874969
trace,17.146104100575666,0.5799701757828296
molesters,17.14508764635852,0.580039020081269
gaetti,17.133743268466404,0.5808073927900941
33,17.130815531094115,0.5810056987241561
9mm,17.120041548317825,0.5817354771245538
western,17.11529443917125,0.5820570326360424
presentations,17.111523624336378,0.5823124604549422
tes,17.098780515274775,0.5831756770127745
question,17.094834587195148,0.5834429803028487
tpm,17.092903682976047,0.5835737838239956
motor,17.090927210069804,0.5837076749748029
compromised,17.087840777031484,0.583916758965582
safeguards,17.086767755288587,0.5839894489847057
upgraded,17.074664581903473,0.5848093708609983
telco,17.06452876465402,0.5854960322714949
spec,17.05628571033576,0.5860544762989764
actix,17.055342621142305,0.5861183684766123
delta,17.04636445699066,0.5867266236202995
rebound,17.044807861148602,0.5868320811007761
gentiles,17.042068344187978,0.5870176805718288
rudman,17.041555566440355,0.5870524208105177
record,17.041013756607327,0.5870891279708981
acute,17.04081372047359,0.587102680256741
center,17.03885763790914,0.5872352034328501
desintegrated,17.028796778482928,0.5879168237134684
dec,17.028473990806987,0.5879386925908111
unopened,17.02762544848288,0.5879961813935766
jointly,17.02513807731464,0.5881647011905176
proof,17.019171889756514,0.5885689125609366
judas,17.012677467694473,0.5890089135403811
alicea,17.005378701675564,0.5895034105477888
dip,17.004103915532287,0.5895897783691597
ozone,17.00056373846856,0.5898296283662445
caste,16.997952022503657,0.5900065743508012
pasteur,16.993557978124645,0.5903042745247853
unprecidented,16.989168415943197,0.5906016707786301
pro,16.984026501225905,0.5909500389607552
itchy,16.981171415084333,0.5911434726217092
aiaa,16.97797936365742,0.5913597355019358
seasons,16.975183259766563,0.5915491723978056
conflict,16.974188833223522,0.5916165450099056
media,16.965238675030758,0.5922229176234912
zephyr,16.964606874313137,0.5922657218861671
reardon,16.95809809198848,0.592706687724571
barnsley,16.95416905285298,0.5929728759313215
qumran,16.95321836676716,0.5930372836908866
sun3,16.952059672168758,0.5931157836452405
brat,16.941989288056487,0.5937980324692582
pulse,16.94012713726809,0.5939241883147932
latest,16.939714381536742,0.5939521513802927
golan,16.937052638602086,0.5941324766434792
infringed,16.934844182948837,0.5942820923497878
aircraft,16.934022042896054,0.5943377895101514
systems,16.932495247676858,0.5944412243964793
object,16.9215786554861,0.5951807746664544
shifting,16.91081988119719,0.5959096151882163
graders,16.90385568837568,0.5963813853810742
cindy,16.901662818200755,0.5965299334706609
collaborators,16.89804829834022,0.5967747840179968
invoice,16.88164824771173,0.5978857019835595
max,16.879945791200257,0.5980010206530912
streak,16.878589045434353,0.5980929215418027
cordless,16.877713137144454,0.5981522520586404
paint,16.8608051302907,0.5992974941570544
sherri,16.860153046243976,0.5993416606933752
electronic,16.85546008418523,0.5996595178172155
transmitter,16.85166411988564,0.5999166160778191
environmental,16.845380307283513,0.6003422052364501
computergenerated,16.838350833245087,0.600818281877959
ignition,16.837502587759694,0.6008757288964512
born,16.82451088846366,0.6017555553788272
ranford,16.824451223186088,0.6017595959086961
acidophilus,16.82213535517157,0.6019164254087097
pills,16.81546024148797,0.6023684501572466
paragraph,16.813098254887677,0.6025283950190401
gridlock,16.81286580491622,0.6025441355450505
inch,16.806172088763915,0.6029973967706919
herrings,16.796734353787254,0.6036364378227297
waves,16.79169059556126,0.6039779422610099
rinks,16.79126421007409,0.6040068116234847
ups,16.789346152813632,0.6041366769391284
regan,16.789272316140497,0.6041416761450056
mag,16.78321524108128,0.6045517701516978
bumpers,16.775906804379982,0.6050465661472166
survivor,16.771655569270692,0.6053343723316327
cartridges,16.771353144111693,0.6053548460263747
st,16.770739245271777,0.6053964058563217
175,16.760026038281133,0.6061216419047584
flags,16.75879181079682,0.6062051900426264
aamir,16.748698866476296,0.6068883800699039
qazi,16.748698866476296,0.6068883800699039
logic,16.746163604274862,0.6070599835769936
